Prod_ID,Ques_ID,Question Text,Ans_ID,Ans_Text,Q_A
66,408,"Do they come with slow, medium or fast flow nipples?",1562,They come with slow BUT they really seem too fast. My newborn choked on the milk.,"Do they come with slow, medium or fast flow nipples? They come with slow BUT they really seem too fast. My newborn choked on the milk."
66,408,"Do they come with slow, medium or fast flow nipples?",1563,"Typically, you need to read the fine print but most of these 8 ounce bottles come with medium flow nipples. The smaller bottles come with infant slow flow nipples naturally. If you think about the size, the 4oz. bottles should have the slower flow and the 8oz. bottles should have the faster flow. I recommend buying the exact flow you want for your individual infant or child.","Do they come with slow, medium or fast flow nipples? Typically, you need to read the fine print but most of these 8 ounce bottles come with medium flow nipples. The smaller bottles come with infant slow flow nipples naturally. If you think about the size, the 4oz. bottles should have the slower flow and the 8oz. bottles should have the faster flow. I recommend buying the exact flow you want for your individual infant or child."
66,409,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,1564,No they don't leak. ..,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring? No they don't leak. ..
66,409,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,1565,They do not leak at all.,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring? They do not leak at all.
66,409,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,1566,No they don't leak. Its a strong seal.,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring? No they don't leak. Its a strong seal.
66,409,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,1567,"They never leak, the silicone nipple makes the seal between the bottle and the ring.","Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring? They never leak, the silicone nipple makes the seal between the bottle and the ring."
66,409,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,1568,"Generally they do not leak, but a couple of times I haven't gotten the nipple in straight and then it does leak.","Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring? Generally they do not leak, but a couple of times I haven't gotten the nipple in straight and then it does leak."
66,410,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient?,1569,"A small sauce pan with water in it, warm it up on the stove that way. Only way I know that does not kill the nutrients or shatter the bottles.","Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient? A small sauce pan with water in it, warm it up on the stove that way. Only way I know that does not kill the nutrients or shatter the bottles."
66,410,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient?,1570,"I always just put a container of water in the microwave for a few minutes, and then let that hot water heat the bottle. I would swirl it around a bit to speed up the process. Not sure how this affected the nutrients, but I never broke a bottle and we have a happy, healthy toddler.","Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient? I always just put a container of water in the microwave for a few minutes, and then let that hot water heat the bottle. I would swirl it around a bit to speed up the process. Not sure how this affected the nutrients, but I never broke a bottle and we have a happy, healthy toddler."
66,410,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient?,1571,"Hello you can do it two ways, the first is easy just put the milk in a pan heat it slowly till lukewarm and pour it back in the bottle (rub the bottle in you hands while the milk is warming to get it to room temp and it will not break when you return the milk to it) I do not know how that would affect the nutrients however. The second way is fine for nutrients but more time consuming: take a pot and fill it with cool tap water and put it on the stove on low heat with the bottle in it hold the bottle on its side so it floats and does not touch the bottom of the pan spin the bottle with your hand as it heats so all the milk heats evenly.Try to keep it off the bottom of the pan the entire time you heat.  I use this second method with frozen bottle of breast milk and have never broken a bottle. Good luck! Blessings to you and you little one.","Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient? Hello you can do it two ways, the first is easy just put the milk in a pan heat it slowly till lukewarm and pour it back in the bottle (rub the bottle in you hands while the milk is warming to get it to room temp and it will not break when you return the milk to it) I do not know how that would affect the nutrients however. The second way is fine for nutrients but more time consuming: take a pot and fill it with cool tap water and put it on the stove on low heat with the bottle in it hold the bottle on its side so it floats and does not touch the bottom of the pan spin the bottle with your hand as it heats so all the milk heats evenly.Try to keep it off the bottom of the pan the entire time you heat.  I use this second method with frozen bottle of breast milk and have never broken a bottle. Good luck! Blessings to you and you little one."
66,410,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient?,1572,The method we use at my daycare is to have a crockpot half full of water set on low or warm temp. you can leave it on all day and set bottles in it that need to be warmed up. it is safe to place the glass bottles directly on the bottom since it is not direct heat and we have never had a problem with shattering bottles or being too hot. leave bottle in for five-ten minutes and then shake gently to distribute heat evenly.,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient? The method we use at my daycare is to have a crockpot half full of water set on low or warm temp. you can leave it on all day and set bottles in it that need to be warmed up. it is safe to place the glass bottles directly on the bottom since it is not direct heat and we have never had a problem with shattering bottles or being too hot. leave bottle in for five-ten minutes and then shake gently to distribute heat evenly.
66,411,have you tried putting this bottle in a fr,1573,No I have not.,have you tried putting this bottle in a fr No I have not.
66,411,have you tried putting this bottle in a fr,1574,Since the bottles leaked too much I just stopped using them.,have you tried putting this bottle in a fr Since the bottles leaked too much I just stopped using them.
66,411,have you tried putting this bottle in a fr,1575,"No, I haven't. The formula I use (Holle from Austria and Germany) is not indicated for refrigerating or freezing.","have you tried putting this bottle in a fr No, I haven't. The formula I use (Holle from Austria and Germany) is not indicated for refrigerating or freezing."
66,411,have you tried putting this bottle in a fr,1576,No i haven't,have you tried putting this bottle in a fr No i haven't
66,412,Do these bottles have measurement markings so you can tell how many ounces are in the bottle?,1577,Yes they do. In ounces and mL.,Do these bottles have measurement markings so you can tell how many ounces are in the bottle? Yes they do. In ounces and mL.
66,412,Do these bottles have measurement markings so you can tell how many ounces are in the bottle?,1578,"Yes they do. They are in the glass themselves as raised markings and numbers, that is they are not printed on","Do these bottles have measurement markings so you can tell how many ounces are in the bottle? Yes they do. They are in the glass themselves as raised markings and numbers, that is they are not printed on"
66,412,Do these bottles have measurement markings so you can tell how many ounces are in the bottle?,1579,Yes. And they're part of the glass so they won't wear off.,Do these bottles have measurement markings so you can tell how many ounces are in the bottle? Yes. And they're part of the glass so they won't wear off.
66,413,how do you sterilize them?,1580,I used dr. Brown bottle sterilizer.,how do you sterilize them? I used dr. Brown bottle sterilizer.
66,413,how do you sterilize them?,1581,"I just boiled some water and filled each bottle with it , and put some in a bowl to put the nipples in, pretty easy.","how do you sterilize them? I just boiled some water and filled each bottle with it , and put some in a bowl to put the nipples in, pretty easy."
66,414,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic?,1582,I put all of it in the dishwasher.  The only issue I've run into is that you get a film in the end of the nipple so I use my pinkie to rub it off.,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic? I put all of it in the dishwasher.  The only issue I've run into is that you get a film in the end of the nipple so I use my pinkie to rub it off.
66,414,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic?,1583,the size and weight is perfect but quality glass  very very poor,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic? the size and weight is perfect but quality glass  very very poor
66,414,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic?,1584,"Yes! You can boil these. If you are concerned about them melting, you may want to bring your water to a good rolling boil then throw them into to the pot and put a top on it. Turn off the heat and let it sit there for about 10 minutes. Then take them out with a pair of tongs and let air dry on a clean towel. I hope this helps! :)","Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic? Yes! You can boil these. If you are concerned about them melting, you may want to bring your water to a good rolling boil then throw them into to the pot and put a top on it. Turn off the heat and let it sit there for about 10 minutes. Then take them out with a pair of tongs and let air dry on a clean towel. I hope this helps! :)"
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1585,"My grandkids are 34 lbs and 40 lbs but as a test, I just rode it across the carpeted living room floor. I'm 175 lbs and  Trumpette did not complain at all!*A couple of years later, two more grandkids and Trumpette now with a dog collar on it neck, still holds my 175 (+) with out any problems. Will probably outlast me.","What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... My grandkids are 34 lbs and 40 lbs but as a test, I just rode it across the carpeted living room floor. I'm 175 lbs and  Trumpette did not complain at all!*A couple of years later, two more grandkids and Trumpette now with a dog collar on it neck, still holds my 175 (+) with out any problems. Will probably outlast me."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1586,"My two year old grandson weighs 25lbs and he will be able to use it for another year yet. He enjoys riding on it.  I bought it for his first birthday and I wouldn't recommend it for that age, as it tips forward.","What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... My two year old grandson weighs 25lbs and he will be able to use it for another year yet. He enjoys riding on it.  I bought it for his first birthday and I wouldn't recommend it for that age, as it tips forward."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1587,"I do not know the maximum weight, but it is definitely a small child's toy to ride.  It is for a toddle (probably not over 30 pounds.  They are very cute and work very well.  However,  clean the bottom of the cow's feet before putting them on a wood surface.  I left the 2 cows I purchased on my wood dining room table and it removed the finish on every single spot the feet touched.  I had to completely refinish the table.","What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... I do not know the maximum weight, but it is definitely a small child's toy to ride.  It is for a toddle (probably not over 30 pounds.  They are very cute and work very well.  However,  clean the bottom of the cow's feet before putting them on a wood surface.  I left the 2 cows I purchased on my wood dining room table and it removed the finish on every single spot the feet touched.  I had to completely refinish the table."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1588,Prob 100 pounds. I don't think it would hold an adult.. It sits to low to the ground for an adult to be tempted to us it,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... Prob 100 pounds. I don't think it would hold an adult.. It sits to low to the ground for an adult to be tempted to us it"
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1589,I'm not sure of weight limit but it is for children.  My grandaughter who is 5yrs is still hopping around on it and ties a robe tie to it and walks it around the house.  It was worth every penny I paid for it!,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... I'm not sure of weight limit but it is for children.  My grandaughter who is 5yrs is still hopping around on it and ties a robe tie to it and walks it around the house.  It was worth every penny I paid for it!"
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1590,larger kids kinda stretch them out so I don't think adults would continually be able to utilize the toy but my daughters in the 43ish lb range have no trouble bouncing them around the house.,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... larger kids kinda stretch them out so I don't think adults would continually be able to utilize the toy but my daughters in the 43ish lb range have no trouble bouncing them around the house."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1591,I would not allow a child show was more than 50 pounds to sit on this cow. Outside of the weight factor I don't see how an adult would fit. I am a smaller person and ther is no way that I could physically attempt to sit on the product and bounce becuase of my legs being too long.,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... I would not allow a child show was more than 50 pounds to sit on this cow. Outside of the weight factor I don't see how an adult would fit. I am a smaller person and ther is no way that I could physically attempt to sit on the product and bounce becuase of my legs being too long."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1592,"I don't know what the manufacturer's maximum weight is but Howdy is very sturdily made.  I purchased this toy for my granddaughter who now weighs about 28 pounds.  Other children around 40 pounds have played with it with no problem and actually, I have seen \'mommy\'  (~120 lbs.) sitting on Howdy with perhaps not her full weight...  the kids still love it and play with it when at our house. It's a great toy!","What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... I don't know what the manufacturer's maximum weight is but Howdy is very sturdily made.  I purchased this toy for my granddaughter who now weighs about 28 pounds.  Other children around 40 pounds have played with it with no problem and actually, I have seen \'mommy\'  (~120 lbs.) sitting on Howdy with perhaps not her full weight...  the kids still love it and play with it when at our house. It's a great toy!"
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1593,"It is very short, I don't think an adult would be able to ride it.However, it is made of a very sturdy material, so I don't think it would break. The oldest kid around 10 years old, has sat on it without breaking it.","What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... It is very short, I don't think an adult would be able to ride it.However, it is made of a very sturdy material, so I don't think it would break. The oldest kid around 10 years old, has sat on it without breaking it."
67,415,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",1594,I think \'officially\' it says 125lbs (but I won't swear to it!) and another answer says a 175lb person tried it and it was fine; I think it would be for a short ride. My 2 year old AND 7 1/2 year old (50 in tall and 60lbs) both bounce on it all over the house all the time and love it,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out... I think \'officially\' it says 125lbs (but I won't swear to it!) and another answer says a 175lb person tried it and it was fine; I think it would be for a short ride. My 2 year old AND 7 1/2 year old (50 in tall and 60lbs) both bounce on it all over the house all the time and love it"
67,416,Does this product come with the pump?,1595,Yes it does. One of those hand pumps.,Does this product come with the pump? Yes it does. One of those hand pumps.
67,416,Does this product come with the pump?,1596,Mine did not come with a pump. It came with a straw like tube. It is very easy to blow by mouth.,Does this product come with the pump? Mine did not come with a pump. It came with a straw like tube. It is very easy to blow by mouth.
67,416,Does this product come with the pump?,1597,There is a plug and a sturdy straw insert to blow it up by mouth. It's really easy and only takes about 20 breaths,Does this product come with the pump? There is a plug and a sturdy straw insert to blow it up by mouth. It's really easy and only takes about 20 breaths
67,416,Does this product come with the pump?,1598,yes my bouncy howdy came with pump     windchimes,Does this product come with the pump? yes my bouncy howdy came with pump     windchimes
67,417,Is a one year old too young for this? he's a little guy!,1599,"No way! My daughter was 8 months when she started to use this. It all depends on where the baby is at when it comes to their balance. If your baby is attempting to stand on their own, and you are extremely sure they have a sense of balance, by all means go for it. It would be recommended to supervise the infant for the first attempts.","Is a one year old too young for this? he's a little guy! No way! My daughter was 8 months when she started to use this. It all depends on where the baby is at when it comes to their balance. If your baby is attempting to stand on their own, and you are extremely sure they have a sense of balance, by all means go for it. It would be recommended to supervise the infant for the first attempts."
67,417,Is a one year old too young for this? he's a little guy!,1600,"Yes, I bought this for my granson who at the time was 13 months, he is a tall baby but not tall enough. He is now 18 months was able to start jumping on this about a month ago. It is top heavy so he tumbled over the head unless you held him on it. He is now able to jump around like no tomorrow. It is a wonderful toy but I would recommend for children over 16-18 months.","Is a one year old too young for this? he's a little guy! Yes, I bought this for my granson who at the time was 13 months, he is a tall baby but not tall enough. He is now 18 months was able to start jumping on this about a month ago. It is top heavy so he tumbled over the head unless you held him on it. He is now able to jump around like no tomorrow. It is a wonderful toy but I would recommend for children over 16-18 months."
67,417,Is a one year old too young for this? he's a little guy!,1601,Bought it for my active 15 mo old and she loved it!  Would depend on how active your one yr old is. Not for the meek and quiet!,Is a one year old too young for this? he's a little guy! Bought it for my active 15 mo old and she loved it!  Would depend on how active your one yr old is. Not for the meek and quiet!
67,417,Is a one year old too young for this? he's a little guy!,1602,"I purchased it for my granddaughter who was two and she is a little short cutie pie and I understand she loved it.  However, she lives out of state and I have never actually seen the item.","Is a one year old too young for this? he's a little guy! I purchased it for my granddaughter who was two and she is a little short cutie pie and I understand she loved it.  However, she lives out of state and I have never actually seen the item."
67,417,Is a one year old too young for this? he's a little guy!,1603,1 yr old is too young for this.  Our daughter really was able to get it at about 22-24 months old.,Is a one year old too young for this? he's a little guy! 1 yr old is too young for this.  Our daughter really was able to get it at about 22-24 months old.
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1604,The cow comes in a box.  It needs to be blown up before it is usable.,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? The cow comes in a box.  It needs to be blown up before it is usable."
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1605,"It comes in a product box shipped in an Amazon box.  It comes deflated and needs to be pumped up, I bought an inexpensive pump for it too.","Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? It comes in a product box shipped in an Amazon box.  It comes deflated and needs to be pumped up, I bought an inexpensive pump for it too."
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1606,Deflated cow comes packed in a nice box and that is then put into another box for shipping.,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? Deflated cow comes packed in a nice box and that is then put into another box for shipping."
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1607,Very nicely in a product box,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? Very nicely in a product box"
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1608,It's adorable and comes in a product box,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? It's adorable and comes in a product box"
67,418,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",1609,I believe it just came packed in the box...it's not inflated when you get it but it comes with a device to help you inflat it which is super easy :),"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ? I believe it just came packed in the box...it's not inflated when you get it but it comes with a device to help you inflat it which is super easy :)"
67,419,How long does it hold one \'inflation\'?,1610,Filled it when bought and haven't had to since. Have only had it 3 wks .,How long does it hold one \'inflation\'? Filled it when bought and haven't had to since. Have only had it 3 wks .
67,419,How long does it hold one \'inflation\'?,1611,a long time. I have never had to put air in it yet. it's a great product,How long does it hold one \'inflation\'? a long time. I have never had to put air in it yet. it's a great product
67,420,A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this?,1612,That's a really cheap pump.  But you only need it once.  This guy holds his air.,A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this? That's a really cheap pump.  But you only need it once.  This guy holds his air.
67,420,A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this?,1613,"Hi, pump it up best with your garage compressors like you do for footballs or basketballs.  windchimes","A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this? Hi, pump it up best with your garage compressors like you do for footballs or basketballs.  windchimes"
67,420,A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this?,1614,"Not sure, have not heard any complaints from my friends (I bought as gifts). I know one person used an electric bike pump with no issues.","A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this? Not sure, have not heard any complaints from my friends (I bought as gifts). I know one person used an electric bike pump with no issues."
67,421,"Is the black cow all black, or does it have white spots?",1615,Black with white spots,"Is the black cow all black, or does it have white spots? Black with white spots"
67,421,"Is the black cow all black, or does it have white spots?",1616,"Hello,  yes there are white spots and it's cute as it can be.  windchimes","Is the black cow all black, or does it have white spots? Hello,  yes there are white spots and it's cute as it can be.  windchimes"
67,421,"Is the black cow all black, or does it have white spots?",1617,It has spots.,"Is the black cow all black, or does it have white spots? It has spots."
67,422,How do you know how much air to pump into it?  Anyone have one pop on them?,1618,"Pump it up until firm.  If adults will be hippity hopping around on it (hey, its been known to happen!), you'll want to make it a little less firm.  The gauge of the rubber is quite thick and this bounce-on toy is very sturdy for kids up to 100 lbs in my opinion.","How do you know how much air to pump into it?  Anyone have one pop on them? Pump it up until firm.  If adults will be hippity hopping around on it (hey, its been known to happen!), you'll want to make it a little less firm.  The gauge of the rubber is quite thick and this bounce-on toy is very sturdy for kids up to 100 lbs in my opinion."
67,422,How do you know how much air to pump into it?  Anyone have one pop on them?,1619,"Hi, Howdy is soooo durable and thick blow it up until your child is comfortable sitting.  It is so adorable, most small children will have lots of fun on it.  In the movie Despicable Me 2 there is a pink and white one that is blown up and bounces all over.  Hope this is helpful .  Oh, no I don't believe they will pop. windchimes","How do you know how much air to pump into it?  Anyone have one pop on them? Hi, Howdy is soooo durable and thick blow it up until your child is comfortable sitting.  It is so adorable, most small children will have lots of fun on it.  In the movie Despicable Me 2 there is a pink and white one that is blown up and bounces all over.  Hope this is helpful .  Oh, no I don't believe they will pop. windchimes"
67,422,How do you know how much air to pump into it?  Anyone have one pop on them?,1620,"Not much, you want enough to make it firm but not too much because they are going to bounce on it. In other words, how long is a piece of string, you have to adjust for the weight of the child.","How do you know how much air to pump into it?  Anyone have one pop on them? Not much, you want enough to make it firm but not too much because they are going to bounce on it. In other words, how long is a piece of string, you have to adjust for the weight of the child."
67,422,How do you know how much air to pump into it?  Anyone have one pop on them?,1621,"Not sure how much exactly. I just put enough in it to make it pretty firm. I imagine it will pop, but you would probably know it was coming. You want it tight, but not to the point it starts stretching out.","How do you know how much air to pump into it?  Anyone have one pop on them? Not sure how much exactly. I just put enough in it to make it pretty firm. I imagine it will pop, but you would probably know it was coming. You want it tight, but not to the point it starts stretching out."
67,423,what do you use to inflate it? Does any of the hand pumps sold on Amazon work to inflate it?,1622,It comes with a handheld pump that inflates it pretty quickly!,what do you use to inflate it? Does any of the hand pumps sold on Amazon work to inflate it? It comes with a handheld pump that inflates it pretty quickly!
67,423,what do you use to inflate it? Does any of the hand pumps sold on Amazon work to inflate it?,1623,It comes with a pump in the box,what do you use to inflate it? Does any of the hand pumps sold on Amazon work to inflate it? It comes with a pump in the box
68,424,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase.",1624,We had to chuck it after me husband accidentally put it in the washing machine.,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase. We had to chuck it after me husband accidentally put it in the washing machine."
68,424,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase.",1625,"Hand wash only (if at all). I put ours into the washing machine (fine wash program), because our daughter threw up on it - it was shrunk and uggly afterwards. The initial wool / barn-like smell did not bother my daughter at all, though. Of course, I put a pillow case around it, but this didn't cover the smell. She liked it until the day it died in the washer...","How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase. Hand wash only (if at all). I put ours into the washing machine (fine wash program), because our daughter threw up on it - it was shrunk and uggly afterwards. The initial wool / barn-like smell did not bother my daughter at all, though. Of course, I put a pillow case around it, but this didn't cover the smell. She liked it until the day it died in the washer..."
68,424,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase.",1626,"We haven't washed it yet (a good thing, from the other comments). It does smell like the natural wool that the label say is inside. You might try a quick spray of Febreze or something under the pillowcase on the back side. Our daughter doesn't seem to be bothered by the smell.","How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase. We haven't washed it yet (a good thing, from the other comments). It does smell like the natural wool that the label say is inside. You might try a quick spray of Febreze or something under the pillowcase on the back side. Our daughter doesn't seem to be bothered by the smell."
68,424,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase.",1627,use some laveder trimings put them in a pillow case with the pillow. I am sure it will absorbe and alter the scent of the pillow,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase. use some laveder trimings put them in a pillow case with the pillow. I am sure it will absorbe and alter the scent of the pillow"
68,425,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,1628,18\' length of pillow by 13\' heightSimilar but slightly larger than a travel pillow. It's perfect for my 2 year olds nap time at school. It wouldn't work as an adult sleep pillow but would be perfect for travel in the car or by plane.,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info. 18\' length of pillow by 13\' heightSimilar but slightly larger than a travel pillow. It's perfect for my 2 year olds nap time at school. It wouldn't work as an adult sleep pillow but would be perfect for travel in the car or by plane.
68,425,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,1629,"I no longer have this pillow but it was a good size for crib, and that means small. Certainly closer to travel pillow than any standard size.","What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info. I no longer have this pillow but it was a good size for crib, and that means small. Certainly closer to travel pillow than any standard size."
68,425,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,1630,"It's small and flat, which is perfect for my 3 yr old who slept without a pillow for the first 2+ years. It's about half the size and length/width of a pillow case for a toddler bed.  I just fold it underneath and she loves it.","What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info. It's small and flat, which is perfect for my 3 yr old who slept without a pillow for the first 2+ years. It's about half the size and length/width of a pillow case for a toddler bed.  I just fold it underneath and she loves it."
68,425,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,1631,Well I just measured ours and it's 14\' x 10\' x 1\' which is different than what Brian Campbell just posted and slightly smaller than I posted in my review awhile back (which was 15\' x 11.5\'). Is it possible they come in different sizes and that maybe ours shrunk a little when I washed it? We've loved ours. It was a great first pillow for my 1-2.5 year old...but now I think she's ready for something bigger.,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info. Well I just measured ours and it's 14\' x 10\' x 1\' which is different than what Brian Campbell just posted and slightly smaller than I posted in my review awhile back (which was 15\' x 11.5\'). Is it possible they come in different sizes and that maybe ours shrunk a little when I washed it? We've loved ours. It was a great first pillow for my 1-2.5 year old...but now I think she's ready for something bigger.
68,425,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,1632,Too small,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info. Too small
68,426,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today?,1633,No,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today? No
68,426,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today?,1634,Yes,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today? Yes
68,426,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today?,1635,"I unintentionally answered yes before but this pillow is much too small for a 4 year old. My 2 year old only used it for 6-months before moving to a standard size pillow. Not being washable, if you have small kids who have occasional accidents in bed, it wasn't the best solution for us.","do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today? I unintentionally answered yes before but this pillow is much too small for a 4 year old. My 2 year old only used it for 6-months before moving to a standard size pillow. Not being washable, if you have small kids who have occasional accidents in bed, it wasn't the best solution for us."
68,426,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today?,1636,Yes,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today? Yes
68,427,Is this pillow more on the flatter side or fluffier side?,1637,It's more on the flatter side.,Is this pillow more on the flatter side or fluffier side? It's more on the flatter side.
68,427,Is this pillow more on the flatter side or fluffier side?,1638,Definitely the fluffier side.,Is this pillow more on the flatter side or fluffier side? Definitely the fluffier side.
68,427,Is this pillow more on the flatter side or fluffier side?,1639,"it's certainly on the fluffier side, but does flatten out eventually. Just takes a good deal of time.","Is this pillow more on the flatter side or fluffier side? it's certainly on the fluffier side, but does flatten out eventually. Just takes a good deal of time."
68,427,Is this pillow more on the flatter side or fluffier side?,1640,Flatter,Is this pillow more on the flatter side or fluffier side? Flatter
68,428,"Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it?",1641,"No. It does not. A friend made our daughter a special little case, but when that one is in the washing machine, we find a 12 month onsie works great!","Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it? No. It does not. A friend made our daughter a special little case, but when that one is in the washing machine, we find a 12 month onsie works great!"
68,428,"Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it?",1642,"It does not. I have washed it in the washing machine (not sure if that's wrong, but it came out fine.) I originally bought a small pillow case for it. The case was still a little too big.","Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it? It does not. I have washed it in the washing machine (not sure if that's wrong, but it came out fine.) I originally bought a small pillow case for it. The case was still a little too big."
68,428,"Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it?",1643,I just purchased a case from the same company.,"Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it? I just purchased a case from the same company."
