Prod_ID,Ques_ID,Question_Text,Ans_Text
59,371,The Naturapedic covers are pricey. Can you recommend an alternative changing pad cover that fits this well?,"Haven't tried anything else, the Naturpedic is pricey but worth the price. It has held up like new, still fits perfectly and gets softer ever time it's washed. When it's in the wash we just use the pad with a normal cover."
59,372,Any benefit or drawback to getting the 4-sided vs the 2-sided?,"If your baby turns into a tall toddler, his/her feet will be able to extend past the two-sided pad. The head and feet sides might be uncomfortable at that point."
60,373,are these the ones that you can sterilise in the micr,"Yes they are. You can sterilize them in the microwave on their own, no sterilizing tub needed."
60,374,are these the ones that you can sterilise in the micr,Yes. You don't need anything extra. You just set up the bottles a certain way. There are instructions in the package.
60,375,what the nipple size of this package?,Size 1
61,376,Does it work with tommee tippee bottles?,I assume it would.  I used Dr Browns and Avent.
61,377,Can you use it to warm up formula?,"Yes, you can use it for formula or breastmilk. On the package it even mentions using it to warm baby food in jars."
61,378,Would this be safe to use on the lowest setting to warm baby lotion bottles? Or is even the lowest setting too hot for that purpose?,"Yes it will, but it depends on weather you use cold or warm water to heat the bottle. We used cold water and heated the bottle, but had to re-heat it, then re-heat again. Now we know that if we use cold water to heat the baby bottle we use the three setting and it is just right. I hope this helps you."
61,379,Do Medela 5 oz bottles fit?,"so far, every bottle or food container I've ever used has fit in here - it's pretty wide but avent does best of course"
61,380,Can I leave this plugged in and turned on (set to just below dial setting #2)?  Thank you.,I probably wouldn't.  I think the water would evaporate quickly.  I only use it when I'm heating the bottle and I'm constantly filling it with water.
61,381,freevolt???? korea use 220v,"I bought it for my relative in Russia, they also  use 220v. I ve sent a converter as well. You can buy it in a travel or electronic store. Specification on http://www.usa.philips.com/c/avent-baby-preparing-for-feeding/110v-scf260_33/prd/en/ says it is 110v."
61,382,CAn you heat Medela storage bottles in this?,"If they're BPA free, I think you can."
61,383,Do the Breast Milk Storage cups fit here?,"Yes they do, the round bottle top comes off and the hole is larger to hold the express milk cups."
61,384,Will this fit 1) Avent newer Natural style bottles 2) wider bottles from other brands like Tommee Tippee? thanks!,It does fit Avent Natural. It will fit Tommee Tippee if you take the basket out.
61,385,Hello! What is the voltage? 12v or 220v?,120 vlt.
62,386,Where can I get a replacement battery for the Avent DECT parent piece? I have a Phillips Avent SCD510 which I am trying to find replacement rechargeable battery for the parent unit.  Please help.  Thank you.  P.S.  It has lasted about 2 years.,I called them as my unit is also 2 years old and the parent unit spontaneously turn off. I have to keep not plugged in all the time. They referred me to philipsparts.com where I can buy a new battery for 28$  I live in canada so that's over 30$ plus the shipping to canada and duties. Wonderful.
62,387,can it be turne,Yes
62,388,"For me,the Avent Basic Baby Monitor it's the best one, but recently something strange has happened ... I turn on the unit and after a few seconds goes on mute and I can no longer hear the sounds of my baby's room. When i push the sensitivity button its go back to hearing . It does not last many more seconds and it happens again. I have a stand by one (brand new) and the same happened. Can you help  me to understand what could be?","I am having the same problem. After pushing the sensitivity button, I can hear out of the baby's room, then the unit mutes after a few seconds. Not quite sure if this is a battery saving feature...I always have mine plugged in next to my bed! It does go on when there is noise in the baby's room. I thought perhaps there was a reset button on the parent unit. Perhaps changing the battery will help. I guess it's time to refer to the owners manual. :-)"
62,389,Is there a back up battery in the base unit for power outages? Are units sold in the USA that are dual voltage?,There is a place on both the parent end and the baby end where you can put batteries. The unit also beeps if it loses power. I'm also not sure about the dual voltage. This is a great monitor though. My son is now almost 2 1/2 and mine still works wonderfully.
62,390,Does the baby unit take batteries?,The unit that stays with baby does not take batteries. It can only work by being plugged into an outlet. The other unit that goes with the parent can take batteries.
63,391,Does the elastic go all the way around the sheet or just on the corners?,The elastic on the fitted sheet goes all the way around the mattress.
63,392,Is it too much of a pain to replace the elastic yourself? Just sew a better quality one on?,"Well considering I struggle to sew on a button, I personally would rather just buy these! These do wash up well, and considering how challenging some sheets are to fit a mattress, these fit quite well and go on/off easily."
63,393,Can someone give the measurements for this sheet? The description should have given them!!!,\'Standard measurements are 51 5/8 inches long and 27 1/4 inches\' (from ehow.com).  Just looked this up because I wasn't sure of the \'standard\' crib measurements.  Glad I did because I thought ours was \'standard\' but it is slightly bigger so these would not have worked.  I agree they should have the dimensions in the description.
64,394,Will this fit a Graco infant car seat and base?,It should.. I used it with a toddler car seat and there was a lot of room left.
64,395,Does a Graco Nautilus fit in this bag? Does the Graco Nautilus 3-in1 car seat fit into this Jeep Car Seat Travel Bag?,Yes it does. I have used it multiple times with my son's Nautilus 3-in-1 car seat and it fit perfectly.
64,396,Does the Evenflo Tribute Car Seat fit int his bag?,You'll have to check description for dims. I have a Safety First - 35 and there is plenty of room.
64,397,will this work with a Britax front,It should fit fine.  I have a Britax that is larger than the Frontier and there is extra room for jackets in the bag.
64,398,Will this fit a Britax Pavilion convertible seat?,"It fits a britax Boulevard, so if your car seat is similar in size, yes, it will fit."
64,399,Did you use this bag to check your car seat at the ticket counter or at the gate?  Did you have any damage to your seat?,I checked the bag in at baggage claim.  There was no damage to my car seat.
64,400,does it fit chicco n,"Yes, the Chicco Nextfit would fit just fine"
64,401,Does this fit the Britax Advocate G4 convertible car seat? Thanks.,"Hi, We have this one: Britax Boulevard 70-G3 Convertible Car Seat Seat, Onyx (Prior Model)The size of the bag was plenty big for our car seat. I believe it would be just fine for the Britax car seat that you have too. We had an issue with the quality of this bag. It is cheaply made and broke upon our first use. I wouldn't say that the car seat is particularly over heavy but a travel car seat bag should handle ... a car seat! The handle broke from the bag when we tried carrying it from the car to the check in counter. The bag material busted open but not from the lack of room, but the type of material. It's just not usable. I would not buy this bag again. I hope this helps."
65,402,"Is it necessary to buy this if we have the waterproof mattress? First time parent, not sure what to expect :)","I would definitely recommend the mattress cover even though the mattress is waterproof.  In fact, I would get 2 of them; one to wash and one to use.  You don't want the mattress smelling like pee for one, and it definitely will if you don't.  It will also just be a lot cleaner.  I'm all about making less of a mess if I can to have less to clean since there is already so much other cleaning that cannot be avoided.  And pee is the cleanest thing that can end up on the mattress!  I like to use peroxide in  a spray bottle with paper towels when I do clean a waterproof mattress.  I like that it doesn't smell and does a good job cleaning.  I think it's a safer cleaner compared to say a Clorox wipe. I would recommend the flat one, instead of the fitted, so it will be easier to change.  Or if your mattress isn't too heavy, it's really no big deal just to take the entire mattress out to change it so in that case the fitted would be fine too.  (But then you have to take the crib bumper off.  I actually took mine off since I got tired of taking it off and on all of the time.)Hopefully you have a Naturepedic mattress or other brand that doesn't use fire retardant chemicals to pass the flammability test. I've even read on a natural health doctor's website that when the pee, or other bodily fluids, mix with the fire retardant chemicals, it has a chemical reaction that makes an odorless gas that can cause SIDS."
65,403,Does this contain any flame retardants?,"No, Naturepedic items do not contain chemical flame retardants. This item is non-toxic."
65,404,Does this add any softness to the mattress? We have the naturepedic lightweight dual stage and is very firm!!,If your looking to add more softness/cushion to the mattress for a toddler or older child you could add the Naturepedic quilted pad. However it is not a waterproof pad.Naturepedic PC93 Non Waterproof Organic Cotton Deluxe Crib Mattress Pad
65,405,Does this pad add any bulk to the sides of the mattress when it is on with a sheet?,No extra bulk on the sides than a fitted sheet.  The top is a little thicker but doesn't prevent normal crib sheets from fitting.
65,406,will this contain the flame retardants in a conventional mat,Hi. I'm writing from Naturepedic again. I responded to this earlier but just realized that I probably initially misunderstood your question. You said 'will this contain' not 'does this contain' so I believe you meant to ask if this product would prevent the flame retardants in a conventional mattress from off-gassing. Correct? The answer is no. To contain the off-gassing you need a complete seal - no possibility of air leaking out anywhere.
65,407,What were the dimensions of the crib sheets you bought? Do the crib sheets fit your mattress well? Can you recommend some sheets to go w/ this pad?,"I got the Naturepedic crib sheets also.  The mattress pad may be a bit looser than the sheets, but they are all well-fitted."
65,408,does anyone know what the waterproof layer IS made of? so in the description it says the \'ultra thin waterproof layer\' is no vinyl/pvc; no phthalates; no latex...does anyone know what it IS?  is it the food grade poly they use on the crib mattresses?,"It's made of food grade polyurethane (according to their website). No waterproofing is organic, but you have to decide if the trade off is worth it for you. Honestly, I'm still back and forth on this myself! From my research, this does seem to be the best (or one of the best) organic waterproof mattress pads out there."
66,409,"Do they come with slow, medium or fast flow nipples?",Slow nipples.
66,410,Do these bottles leak while feeding baby or is there a strong seal around neck of bottle and ring?,"Generally they do not leak, but a couple of times I haven't gotten the nipple in straight and then it does leak."
66,411,Does anyone know how to warm up this bottle straightly from refrigerator without breaking it or destorying breast milk's nutrient?,"Hello you can do it two ways, the first is easy just put the milk in a pan heat it slowly till lukewarm and pour it back in the bottle (rub the bottle in you hands while the milk is warming to get it to room temp and it will not break when you return the milk to it) I do not know how that would affect the nutrients however. The second way is fine for nutrients but more time consuming: take a pot and fill it with cool tap water and put it on the stove on low heat with the bottle in it hold the bottle on its side so it floats and does not touch the bottom of the pan spin the bottle with your hand as it heats so all the milk heats evenly.Try to keep it off the bottom of the pan the entire time you heat.  I use this second method with frozen bottle of breast milk and have never broken a bottle. Good luck! Blessings to you and you little one."
66,412,have you tried putting this bottle in a fr,Since the bottles leaked too much I just stopped using them.
66,413,Do these bottles have measurement markings so you can tell how many ounces are in the bottle?,Yes they do. In ounces and mL.
66,414,how do you sterilize them?,I used dr. Brown bottle sterilizer.
66,415,Do you boil the ring and cap to sanitize as well? Concerns about boiling plastic?,"Yes! You can boil these. If you are concerned about them melting, you may want to bring your water to a good rolling boil then throw them into to the pot and put a top on it. Turn off the heat and let it sit there for about 10 minutes. Then take them out with a pair of tongs and let air dry on a clean towel. I hope this helps! :)"
67,416,"What is the maximum weight these toys handle? I know they are for kids, but I also know adults are tempted to try them out...",larger kids kinda stretch them out so I don't think adults would continually be able to utilize the toy but my daughters in the 43ish lb range have no trouble bouncing them around the house.
67,417,Does this product come with the pump?,Yes it does. One of those hand pumps.
67,418,Is a one year old too young for this? he's a little guy!,"Yes, I bought this for my granson who at the time was 13 months, he is a tall baby but not tall enough. He is now 18 months was able to start jumping on this about a month ago. It is top heavy so he tumbled over the head unless you held him on it. He is now able to jump around like no tomorrow. It is a wonderful toy but I would recommend for children over 16-18 months."
67,419,"Does this come packed in a box product box, or is the actual 'cow' directly put in the shipping box ?",Deflated cow comes packed in a nice box and that is then put into another box for shipping.
67,420,How long does it hold one \'inflation\'?,Filled it when bought and haven't had to since. Have only had it 3 wks .
67,421,A lot of negative fdbk about pump recommended on Amazon site.What is the best pump for this?,"Hi, pump it up best with your garage compressors like you do for footballs or basketballs.  windchimes"
67,422,"Is the black cow all black, or does it have white spots?",Black with white spots
67,423,How do you know how much air to pump into it?  Anyone have one pop on them?,"Not sure how much exactly. I just put enough in it to make it pretty firm. I imagine it will pop, but you would probably know it was coming. You want it tight, but not to the point it starts stretching out."
67,424,what do you use to inflate it? Does any of the hand pumps sold on Amazon work to inflate it?,It comes with a pump in the box
68,425,"How do I wash this pillow?   It has a very musty, almost barn-like smell to it and it permeates through the pillowcase.",use some laveder trimings put them in a pillow case with the pillow. I am sure it will absorbe and alter the scent of the pillow
68,426,What is the actual size of this pillow? Many reviews state that it is very small and one reviewer listed the size as bigger than the product info.,"I no longer have this pillow but it was a good size for crib, and that means small. Certainly closer to travel pillow than any standard size."
68,427,do you think it is good for 4.5 year old or a stander size will be better? He started to use a twin bed today?,"I unintentionally answered yes before but this pillow is much too small for a 4 year old. My 2 year old only used it for 6-months before moving to a standard size pillow. Not being washable, if you have small kids who have occasional accidents in bed, it wasn't the best solution for us."
68,428,Is this pillow more on the flatter side or fluffier side?,It's more on the flatter side.
68,429,"Does this pillow have a removable, washable cover?  If not, how does one find a pillowcase that fits it?","It does not. I have washed it in the washing machine (not sure if that's wrong, but it came out fine.) I originally bought a small pillow case for it. The case was still a little too big."
69,430,How do you keep a toddler from opening seat belt latches? I have a grandson (2.5yrs) that opens seat belt and car seats at will. Very disconcerting when you are driving alone and he climbs up front with you! Any ideas beside stapling him to the seat?,"I just stumbled acrossed your post. My youngest of four is now 11 years old.  He could unbuckle anything and everything. I went so far as to call car seat manufacturers to see if they had any ideas.  I know, I know, I felt like a terrible mother who couldn't control my own 2 year old. Every single time he unbuckled, I would pull the car over and buckle him in again. Eventually, he got the message. We had to do a lot of practice runs to go places HE wanted to go to. I just kept telling him that I would not keep driving to our destination if he wasn't \'safe and buckled\' and that I would \'drive again, when he was buckled\'.    I never let it get to a point where he was out of the seat.  Fortunately, I was able to lock the windows, so he couldn't do that to me!  Trust me, if he could have, he would have.  I'm sure by now your problem has been resolved and he has moved on to a new phase!!  Perhaps this will help someone else!"
70,431,What are these covers made of?,Pul. Same as any other cover.
70,432,Is the cover true to size?,We've found the sizing to be true so far with small and medium
70,433,What is the difference between a thirsties duo wrap as opposed to diaper cover?,"I personally used both the duo wrap and diaper covers do not come with inserts, the cover has a smaller weight range than the duo wrap because the duo wrap has bottons (as well as the Velcro) to make it bigger as you need it"
70,434,anyone use over disposable diapers?,Are you just trying to make the disposable diapers \'cute\'???  Because that seems like a wast of money to me.  You can get outfits that come with covers.  I'm not sure why you would want to use it over a disposable.  It works great with prefolds and cloth inserts though!  I have two and they've been GREAT!
71,435,is there any blue the comforter? Or is it all shades of brown?,Just shades of tan to brown.
71,436,Is this for a mini crib?,what's the size of the sheet?
71,437,what country is this set made in?,Made in China
72,438,Can this be used on a bunk bed with a bunkyboard (no box spring)?,"I have a box spring with a mattress. This bed rails has a strap with a round metal plate, about 6\' in diameter, that is used as a stopper to prevent it from loosening away from the mattress/ box spring. I am not familiar with the bunkyboard."
72,439,Will this bed rail work on a toddler size bed with a crib mattress?,I'm not sure. I am using it on a full sized/full size mattress. The weight of the mattress helps keep it in place snuggly. Crib mattress might be a little too light.
72,440,I don't have a boxspring on the bed I'll be using this guard rail on...will that be an ,"It shouldn't be an issue. You would only have a problem if you have a mattress on the ground because the \'hook\' on the opposite side of the rail to secure the guard rail is vertical with a plastic piece going both up and down to prevent it from slipping. (Not sure why you'd need a guard rail in this case anyway, but just letting you know how the attachment works.) Hope that made sense. If the mattress is on a standard bed frame, this guard rail should work just the same as if there were a box spring too."
72,441,Anyone know if it would work with a king mattress? (I know it says up to queen...but here's hoping),"No it definitely cannot.  I have a King and purchased it thinking it still might work.  So I made it work. It has straps that go between the mattress that connect on the other side of the bed so thats why it wornt work, they are not long enuf to reach the other side so that you can clip the ends onto the mattress.  So I had something I could tie to extend the straps so that they could reach over.  After that it was fine,very sturdy, strong and safe you just have to figure something out if you have a King to make it work for you if you buy it.  Good luck"
72,442,can this product be used if 2 bed rails are needed for on,I have 2 of these. One on each side of the bed. Works great.
73,443,I bought this mattress but my 18lb baby sinks down on it. Is it just me or this is NOT a firm mattress?,"My daughter is a little heavier, but we've had the same problem.  It doesn't seem to be very firm.  Need to purchase a crib mattress for our son and will not be getting this one again."
73,444,Does this mattress seem to \'offgas\' or have a chemical smell?,I have two of them and neither one has a chemical smell.
73,445,package size,it's not much bigger then the mattress.
73,446,Is this mattress good for a 2-4 year old? Thinking ahead once we convert to a toddler bed.,I think this mattress would be great for a 2-4 year old. It is not too soft or too firm. Both of my kids have this mattress and they will still be on it when I convert their cribs to toddler beds.
73,447,Is it necessary to use a waterproof mattress cover with this mattress since the mattress itself is waterproof?,"No you don't. I've never even bought a mattress protector cause all my son's toddler mattresses are the waterproof material. Just wipe clean in case of a accident. Until they're in a regular twin mattress, you really don't need the protectors."
73,448,"I have received this mattress from Amazon.  With my Simmons Crib, I can fit my entire hand in the crack on the length & the width. Please advise.",You could get a bumper and then slide it down into the crack. If that doesn't work them return the mattress and measure the crib and get a different mattress.
74,449,Can the Chicco Liteway Surf accomodate a carseat,Hello. The chicco liteway cannot accomodate a carseat. The chicco liteway plus can. I don't know if there is a chicco liteway surf.
74,450,What are the wheels made of? Is the stroller good for tqll toddlers*  33\'+,"The wheels seem to be made of a thick, rubbery plastic. My toddler is 34\', 28lbs, and still has a lot of room to grow with it."
75,451,"Has anyone found silverware for toddlers that is not made in China preferably made in the USA? I have searched high and low for silverware for a toddler that is not made in China.  They all say responsibly made in China or something to that effect.  With all the news of products and food being contaminated in China or coming from China, I am on a quest to find toddler silverware made in the USA that is also BPA, PVC, Phthalate, lead and melamine free.  I do not want to buy products that hold food or go in your mouth from China. I called \'The Little Seed\' and the Thinkbaby BPA Free Feeding Set, Orange is made in Korea.  Don't we make anything here in the USA anymore?",Look on the internet (or locally if you live in a large city) for handmade wooden utensils.  I had a spoon made locally by an artist out of local recycled hardwood and I couldn't have been happier.
75,452,are these hot food,"Yes, they can hold hot food. They are not microwave safe though."
75,453,"Just to make sure, does it comes with spoon and","only containers, no fork no spoon"
75,454,On the back of the box it mentions coming with a fork and spoon - but they were not in there. Is it supposed to come with fork and spoon?,I did not get a fork and spoon
75,455,Is this contains spoon and pork?,This set does come with spoon and fork.
76,456,"The tray height from the floor seems a little low, has anyone noticed if this highchair sits the same or lower than other highchairs on the market?",Seems this high chair may be a good option if we would like a chair that works for both our regular table & kitchen island (which is a little taller)?  I am having a hard time finding a chair that would work for both heights.
76,457,The pad seems to be too thin with hard plastic all around.  Is it comfy enough for my 4-months old baby?,"I'm not too sure...my DD was very small when born and so I think she was about 6 (or so) months before she sat in the chair. If memory serves, we used a towel to give her more stability initially. The chair was one of her favorite places to be so I know she found it comfortable but I can't speak for all children."
76,458,The top white chair part swivels about 2 inches in each direction. The silver base pole is staying stationary. Is this normal?,over the years mine has developed a little bit of wiggle but I could not say if it was two inches or so but there definitely is some give to it. It still functions as intended.
76,459,Does the white have a cool greenish tinge to it? I've seen pics of the white with the white seat cover and they look like two dif. shades of white.,"Hello and thank you for your question!  Currently, the Flair seat base comes is available in two color options as seen on the detail page: white or gray.  Depending upon the color combination you choose, you will receive either a white base or a gray base.  The white base does not have a greenish tinge.  Thank you!"
76,460,What is the diameter of the base? I want to know if it has a smaller than other highchairs as we live in a small space.,"No idea about the actual diameter width (as we don't have this anymore), but I do remember it is pretty large, prob larger than the space a regular high chair takes up. But, it's an awesome high chair! I had 2, used with my twins and LOVED it."
76,461,The tray is much much smaller than other high chairs.  Is this an issue for anyone?  we want to use this for a toddler as well.,No. The tray is actually just the right size for a baby/toddler. They can reach everything that is on it. And it's not a pain to wash because it fits nicely in the sink.
77,462,how is it on carpet?,works great on carpet
77,463,Just wanting to make sure this is the GT model. Picture shows GT.,I am not sure it says wipable seat mine had a removable cloth seat and I threw it out since it was dangerous and they would not help me . best bet if you have store near you that sells it look at it if has plastic clips to hold seat then be careful you could call company and ask them what holds seat on .
77,464,Can I fold this walker? so I can store easier.,"No, it doesn't fold. But if you have the room, I highly recommend it; my nephew loved it, got a lot of use out of it, and a lot of compliments from everyone!"
77,465,Anyone know the difference between the regular car model that says combi on the seat and the GT model that says GT on the seat?  Gt is more expensive,GT350 Mustang replica.
78,466,How does the sizing work for this?  Does it depend on the size of the baby or the size of the wearer?,"I'm 5'2\' 115 lbs, and the small works perfect. A meduim would be way to long. It depends more on the size of the wearer. I've been able to adjust it to fit my baby from 4 months to 10 months so far. She will get too heavy long before she gets too big for the sling."
78,467,Does this sling have a zipper pouch?,"What is the name of product? As it doesn't tell me, so I don't want to answer without proper information."
78,468,What size is this sling? Extra Large?,The maya wrap is used by wrapping around your body. It look large but this particular one is listed as small.
78,469,size,Fits true to size. A small I think goes to 5'4\' and 140 lbs or so.
79,470,How does the sizing work for this?  Does it depend on the size of the baby or the size of the wearer?,"I'm 5'2\' 115 lbs, and the small works perfect. A meduim would be way to long. It depends more on the size of the wearer. I've been able to adjust it to fit my baby from 4 months to 10 months so far. She will get too heavy long before she gets too big for the sling."
79,471,Does this sling have a zipper pouch?,"What is the name of product? As it doesn't tell me, so I don't want to answer without proper information."
79,472,What size is this sling? Extra Large?,The maya wrap is used by wrapping around your body. It look large but this particular one is listed as small.
79,473,size,Fits true to size. A small I think goes to 5'4\' and 140 lbs or so.
80,474,"Would you recommend getting a separate mattress pad cover, despite this mattress being waterproof? A standard size pad is 52x27--too small?","I decided to purchase the separate matress pad just as an extra protection measure.  To be perfectly honest, since the crib is used for my granddaughter and not used everyday, I probably did not need it.  I believe I did have a protective cover on the matresses for my own children."
80,475,It this mattress plastic covered,"it is covered in a plastic type covering. Note, it is an oversized crib mattress, not standard size. It works with my Dream on Me crib. Other mattresses were too small and there was at least 6 inches between the long side AND  \'headboard\' of the crib and the mattress"
80,476,"I believe standard size for a crib mattress is 52*28, would this 53*31 size fit in a baby bed? Than","Yes, it fits just fine in my son's toddler bed. He has the Dream On Me Classic Sleigh Toddler Bed.  It is the same size as a crib mattress. It does fit snuggly but it's not too snug."
80,477,Will this fit the following Toddler bed ?http://www.amazon.com/Disney-Princess-Toddler-Bed-Canopy/dp/B003IT79I6/ref=sr_1_2?ie=UTF8&qid=1386612394&sr,We brought a similar mattress for our son's bed (a Disney Cars style bed) and it fits perfectly. We have a handmade crib that we've used for all our kids and both the previous mattress and the Dream on Me mattress fit both crib & character bed perfectly.
80,478,Does this fit Davinci brand cribs/toddler beds?,It did fit a toddler bed (Disney toddler bed by Delta).
80,479,Does anyone know what crib sheets will fit this mattress???,All crib sheets and toddler bed sheets
81,480,Will these interlock with the 24 x 24 tiles as well?,"Yes, all eWonderWorld mats interlock. Whether it is a 24\' x 24\' or a 12\' x 12\'."
81,481,Does it include a storage container/bag?,"no, i will just use the box it was shipped in."
81,482,Anyone know if the tiles get slippery when wet?,These tiles have a textured side and a smoother side.  The smooth side might get slippery if a LOT of water (or beverage) were spilled but I've not found them to ever be slippery with a little milk or juice spilled.  And because the tiles are foam and give a little when you walk on them they are less likely to present a hazard even with water on them.
81,483,Has the construction of this product changed?  I dont understand how some state there is absolutely no ordor but others comment on the strong odor.,I am unaware of a change.  Maybe they are talking of initial smell with you unwrap it?  I have had mine for some time now and don't smell anything and my son loves these mats.  We build forts with them sometimes or use them on the hard floor as a cushioned place to play.  Have had zero issues with smell or anything in regards to these.
81,484,In what country are the foam pieces made in?,These mats are made in Taiwan.
81,485,"I just received these and I am very happy!  This is probably a dumb question, but do I place the textured side or smooth side up?",Textured side up :-)
81,486,Can this be put on top of cArpet or only hard wood floors?,"Yes, our wonder mats can work on both hard wood floors and carpet."
82,487,Does this work on cribs with a curved rail?,My crib's side rails are curved and this crib guard fits over them just fine.
82,488,is the \'padding\' thick enough to cushion a head bump.  The edge of our crib has a lip and when our baby stands up he bangs his head.  How ,Maybe 1/2 an inch. My toddler sometimes bangs her head on the front rail when she is mad. She doesn't seem phased by that fact. I would think it would seem less cushiony than a bumper the doctors tell parents not to put in the cribs. Hope this helps.
82,489,"Okay so the big question!!! Has your baby learned to untie these? If so, don't these pose a similar risk as bumpers if they came off and fell in crib?",I double knotted mine to start with & she just noticed the ties recently but can't undo them (yet anyway).  I guess they could pose the same type of problem if you're worried about bumpers.  The underside of the CribWrap is plastic (so not a breathable material).  My daughter has slept on her stomach from the time she learned to roll over and she flops around so much that I was glad I had also put bumpers in her bed (which I had to weave through the slats since she could pull the bumper down).  I have bumpers and CribWraps on the front & both sides of her crib and have never had a problem.
82,490,For those of you who have the white color.....does it seem to get stained easily?  Debating on getting white or gray.  Crib I have is ,"No, I have only had to wash it once and it washed up nicely. I put it in on warm and air dried it. I also used a small amount of vinagar and no fabric softener so it would not pill. The good news is that in general babies are still pretty clean in the crib and my baby bites it all of the time."
82,491,Does anyone still have the tags on it? I took mine off but now I am curious if the tags say anything about meeting Technical Bulletin 117?,I am wondering the same thing about the flammability. Did you ever find out the answer?
82,492,Is the white rail cover really white or more of an ivory?,It's more of an ivory color. But still looks nice. My daughter's crib is white.
82,493,"Read reviews about fluff coming out from underside-have you had this issue?  If yes, how long have you had the cover and times it was washed?",I have had the cover for several months but have not washed it so I cant say if the fluff comes out. I will say that this is the softest rail cover I found and it stays in place.
82,494,The circumference of the rail I would like to protect is 20\'.  Is the 18\' length plus the length of the attaching strings enough to cover 20\'?,"Definitely. Mine is about 19\' and I have 3\' of string length after a double knot. Plus, I've washed it twice too."
83,495,Does this kit come in an unopened package?,"Yes, the package was unopened."
84,496,Can the pacifier be removed for separate washing and sanitizing?,No it can't. I wash the whole thing in the laundry washer then hand wash the paci
84,497,Baby wakes every time he drops paci. He is still too small to grab it and put it in his mouth. Will this help keep it near his mouth? He's 10 wo.,"The monkey does weight the pacifier down a little. It won't keep the pacifier in his mouth if he's prone to pushing it out with his tongue, though. I've found that I can sort of prop the monkey up with a blanket or fold it under itself and that keeps it in his mouth."
84,498,Is this pacifier breastfeeding friendly? We currently use MAM with no problems.,"I'm sorry hun..I really don't know, since it's the pacifier they give babies at the hospital. .and my babies take it with no problems. But I know a few other moms that exclusively BF and used this with no problems.  I guess it all depends on ur baby. But if ur baby takes Mam with no problems. .I'd just stick with that."
84,499,I'm guessing you aren't able to throw this in the wash since it has a pacifier attached. how do you wash it?,"I have tossed mine in the washing machine a couple of times after an \'incident\' . The binky won't absorb any of the laundry soap, but if you were worried, you could use dish soap afterwards to remove any residue."
84,500,Is there any safety concern with the bags of beads in the hands and feet?,"The only issue I found is that once your baby has teeth and they chew on the hands and feet, they may be able to make holes and get the beads out. I have several of the same one so I just took the one with a hole and sewed it"
84,501,ARE THEY MADE IN AMERICA?,"According to the tag, they are made in China"
84,502,Some of the animal Wubbanub pacifier descriptions say BPA free but I didn't see that on the monkey description.  Are all the pacifiers used BPA free?,"the pacifiers are phillips avent soothie pacifiers which are BPA free. Philips AventBPA Free Soothie Pacifier, 3+ months, Green, 2 Count"
84,503,Are there any dentist reviews on the wubbanub with toy being heavier than just a pacifier in the mouth and its impact on developing teeth?,I'm a dentist and would not recommend it.  I routinely see kids with an open bite (front teeth do not come together) due to a pacifier or even thumb or finger habit.  Not all kids develop this--but many do.  Adding a weight (any weight) to the end of the pacifier will require the child to hold onto it tighter with their jaws and teeth--and if your kid is one of the \'lucky\' ones who develops an open bite it will be worse than if you had been using a pacifier alone--and you'll be more likely to be \'lucky\' enough to pay for braces when they are older.  I am not opposed to pacifiers for infants--just the ones with weights on them.  And as an FYI stopping their use (or a thumb or finger habit) by age 2 or at the latest 4 gives you the best chance of not affecting their jaw and teeth development.
85,504,Does the Tiny Love Musical Nature Stroll Toy Bar attach to the Tiny Love Take Along Baby Bouncer?,we got this toy and attached it to the bugaboo bee stroller and a maclaren. though it worked better with the bugaboo... we actually got to attach it to several high chairs in restaurants... not all but most! pretty useful toy that my son loved for About a year....
85,505,Is this BPA free?,Sorry I do not have the packaging any longer.
85,506,"Do the clips on this toy bar rotate?  Would I be able to clip it on two surfaces that aren't exactly parallel, or across a 90 degree corner?",yes they rotate and can adjust to grip multiple width items.  The bend close to the grips can help get it at the right angle across your 90 degree corner
85,507,"how do you switch melodies?  (i see this is a previous question, but i didnt see an answer as to how to do it)","It's actually funny...I don't really know. I never did figure it out. When my son turned 4 months am started banging the toy he changed the tune. I tried banging it myself, nothing but the same music came on. I hand the toy back and he bangs it and the music changed. I'd ask him but he doesn't talk yet...Sorry I'm no help. My sons keeping it a secret. He's 1 now, hopefully someone else can help."
85,508,Will it fit a Britax carseat?,It will definitely not stay on a britax car seat. I would not recommend this product.
85,509,Does this fit on the Chicco NextFit convertible carseat OR Graco FastAction Fold Stroller?,"I don't have experience with either of these products; however, the way it's made it seems like you could easily bend it to adjust to any size width car seat or stroller."
85,510,Does anyone know if this bar will fit onto a Chicco Infant Carrier? I am looking for a toy bar that has music but I want to make sure it will fit.,"The song is very short for start and I still don't know how to play the other tune by hand. It turns on when it is dropped by accident. What I do know is that the part that attaches is sort of like a clip. The opening is about 1 1/2 inch wide and you twist the circle orange attached on the top of the clip to tighten it. I did use it on a infant carrier my mother in law bought me, but don't recall the brand. The whole musical toy is adjustable and can be clipped onto any surface that can be clipped if its not bigger than 1 1/2 inch wide. I hung it upside down, upright, and different ways. Overall, I like it because I can hang other toys onto it. Still have it and I still don't know how to get the other song to turn on. I drop it and oh yah, the other song turns on. I hit it, nothing. Oh well. Hope this helps."
